Date,USD,EUR,GBP,INR,AUD,CAD,SGD,CHF,MYR,JPY,CNY,NZD,THB,HUF,AED,HKD,ZAR,PHP,SEK,IDR,SAR,BRL,KES,KRW,EGP,NOK,KWD,DKK,PKR,ILS,QAR,XAU,OMR,COP,CLP,TWD,CZK,VND,MAD,JOD,BHD,LKR,UAH,NGN,TND,UGX,BDT,PEN,XAF,FJD,HRK,DZD,IRR,DOP,ISK,XAG,CRC,SYP,JMD,MUR,UYU,LBP,XPF,TTD,LTL,TZS,ALL,XCD,GTQ,NPR,BOB,ZWD,BBD,LAK,BND,BWP,HNL,PYG,ETB,PGK,MOP,NIO,BMD,PAB,GYD,YER,KYD,SCR,SBD,SLL,TOP,BZD,MWK,GMD,BIF,SOS,HTG,GNF,MVR,MNT,CDF,STD,MMK,LSL,LRD,GIP,XPT,CUP,VUV,MRO,ANG,SZL,CVE,XPD,SVC,BSD,XDR,RWF,DJF,KMF,WST,SHP
2000-09-01,1.0000000000,0.8924587238,1.4510100619,0.0218799077,0.5760637860,0.6792244718,0.5811944604,0.5740084890,0.2632000000,0.0093740228,0.1208000000,0.4268027651,0.0244990739,0.0033902743,0.2722792496,0.1282000000,0.1436018421,0.0222100922,0.1059000000,0.0001200000,0.2666000000,0.5497879814,0.0127632419,0.0009020000,0.2850870241,0.1101036761,3.2499187520,0.1191055065,0.0183997229,0.2491073553,0.2747101808,276.9654387614,2.5974025974,0.0004530011,0.0017740184,0.0323000000,0.0252009187,0.0000708717,0.0929886554,1.4104000002,2.6525198939,0.0128205128,0.1838742300,0.0096758587,0.7164863509,0.0005813953,0.0185873606,0.2875629044,0.0013757997,0.4669814747,0.1200134415,0.0134009156,0.0005763689,0.0645161290,0.0123403678,4.9794870987,0.0032218571,0.0222222222,0.0239300000,0.0389559797,0.0808407437,0.0006610000,0.0075671585,0.1608000000,0.2499687539,0.0012578616,0.0069108500,0.3717000001,0.1275770565,0.0140726147,0.1610305958,0.0196116886,0.5025000001,0.0001321877,0.5813953488,0.1944995527,0.0678794461,0.0002853067,0.1228425772,0.3765060241,0.1251564456,0.0781616383,1.0000000000,1.0000000000,0.0054854635,0.0062092518,1.2000480019,0.1748251748,0.1990010149,0.0005265929,0.6260172781,0.5000000000,0.0169779287,0.0781250000,0.0013427685,0.0003816794,0.0493827160,0.0006172840,0.0849617672,0.0009325487,0.2212389381,0.0004184100,0.1599564918,0.1447555079,1.0000000000,1.4740566038,586.7428756477,0.0476190476,0.0071787509,0.0041757140,0.5706785368,0.1447555079,0.0080984775,704.9998590000,0.1148105626,1.0000000000,1.3750089376,0.0027852050,0.0063938619,0.0018343912,0.3070027323,1.4740566038
2001-05-15,1.0000000000,0.8786847483,1.4230689262,0.0212811363,0.5194326139,0.6454492007,0.5498432843,0.5734196428,0.2632271646,0.0081129888,0.1208181807,0.4186935066,0.0219731765,0.0034062890,0.2722570106,0.1282059588,0.1249902784,0.0199203190,0.0975444613,0.0000873362,0.2666447587,0.4282657373,0.0127437237,0.0007668712,0.2572810538,3.2164683178,0.1095766131,3.2479383953,0.1177690800,0.0162495938,0.2408477842,0.2747252744,268.6500000075,2.5980774227,0.0004233467,0.0016631187,0.0304414003,0.0255252439,0.0000685354,0.0866400970,1.4124293785,2.6525198939,0.0110772639,0.1849283403,0.0087796313,0.6895070052,0.0005594406,0.0185701021,0.2789400279,0.5063291139,0.0013395463,0.4390008341,0.0007355645,0.1196673248,0.0029620853,0.0138452379,0.0005792669,0.0620385880,0.0100401729,4.3600000001,0.0031078099,0.0218483723,1.7908309456,0.0221141088,0.0350262697,0.0766283525,0.0006618134,0.0073682413,0.1628929793,0.2499187764,0.0011289867,0.0068493151,0.3703703704,0.1297016861,0.0133120341,0.1540832049,0.0182149362,0.5050505051,0.0001322401,0.5498432843,0.1784025833,0.0654878847,0.0002610966,0.1210800339,0.1246882793,0.3400088402,0.1244718046,0.0755857899,1.0000000000,0.0068334017,1.0000000000,0.0055679287,0.0060382827,1.2195121951,0.1712768691,0.0018236528,0.1923002961,0.0005662097,0.5181347150,0.5102040816,0.0130208333,0.0657030223,0.0011992191,0.0003835974,0.0423190859,0.0005213764,0.0849617672,0.0211581999,0.0001225118,0.4545454545,0.1497140462,0.1249902784,1.0000000000,0.0203707476,1.4230689262,610.0000008540,0.0763358779,0.0476190476,0.0002620682,0.0148257969,0.0069242487,0.0039937697,0.5617977528,0.1249902784,0.0081667987,633.0000003861,0.1142857143,1.0000000000,1.2603093303,0.0023205625,0.0057428358,0.0212811363,0.0018271515,0.2960068674,0.1052631579,1.4230689262,1.4230689262,1.4230689262,0.5194326139,1.4230689262
2002-01-26,1.0000000000,0.8632000509,1.4080000000,0.0206910821,0.5160000000,0.6220839813,0.5458515284,0.5860290670,0.2632271650,0.0074443535,0.1209701809,0.4237000000,0.0227014756,0.0035479865,0.2722866634,0.1282215669,0.1095890411,0.0881212548,0.0195121951,0.0935803872,0.0000959233,0.2666524452,0.4152823920,0.0127828199,0.0007541478,0.2170374390,3.2164683178,0.1099481045,3.2451728055,0.1163007071,0.0166805671,0.2176515399,0.2411963338,0.2748007694,279.2000000092,2.6007802341,0.0004481291,0.0014903130,0.0286123033,0.5555555556,0.0272464716,0.0000661682,0.0853956380,1.4204545455,2.6528717337,0.0107095047,0.1877722698,0.0087489064,0.6780580418,0.0005730659,0.0174672489,0.2889338342,0.4796853264,0.0013159400,0.4378858869,0.0006131208,0.1158949991,0.0014513788,0.0133169978,0.0005681481,0.0609756098,0.0096753906,4.3100000000,0.0029110387,0.0194931774,1.3252916908,0.0212089077,0.0332225914,0.0311526480,0.0687285223,0.0006609385,0.0072383938,0.1623376623,0.2501188064,0.0010799136,0.0070921986,0.3703703704,0.1260001260,0.0130344108,0.1448750453,0.0180342651,0.5025125628,0.0001315789,0.5458515284,0.1480998786,0.0626174076,0.0002070393,0.1183431953,0.0873019337,0.2749443238,0.1244869581,0.0722543353,1.0000000000,0.0065832785,1.0000000000,0.4413471779,0.0055401662,0.0057683433,1.2195121951,0.1795977011,0.0017651939,0.1705989730,0.0005165289,0.5189144310,0.5076142132,0.0147841514,0.0573065903,0.0011566711,0.0003816794,0.0381679389,0.0005076142,0.0849617672,0.0009074410,0.0029850746,0.0001116445,0.3921568627,0.4545454545,0.1458598683,0.0881212548,1.0000000000,0.0208776984,1.4080000000,463.9999999555,0.0763242253,0.0476190476,0.0002607562,0.0143824879,0.0068956006,0.0037098868,0.5617977528,0.0881212548,0.0083472454,374.9999999531,0.1142857143,1.0000000000,1.2410443140,0.0021978022,0.5586592179,0.0058823529,0.0206910821,0.0017910555,0.2829014371,6.0000000000,0.1052387868,1.4080000000,1.4080000000,1.4080000000,0.5160000000,1.4080000000,1.4080000000
2002-10-09,1.0000000000,0.9869151884,1.5596307812,0.0206863224,0.5485188074,0.6277739139,0.5600910726,0.6741951931,0.2631579071,0.0080973596,0.1209149888,0.4808032533,0.0229664953,0.0040290926,0.2722570133,0.1282162408,0.0980017535,0.0954897407,0.0193161082,0.1076629677,0.0001127395,0.2666686042,0.2602416249,0.0126983880,0.0008389857,0.2171636043,3.2164683178,0.1350850404,3.3124014079,0.1329204245,0.0168782757,0.2070609829,0.2411627554,0.2746955150,318.7290453402,2.6027390353,0.0003698195,0.0014090200,0.0285765587,0.2762406175,0.0323056660,0.0000652528,0.0940286086,1.4125237643,2.6555701637,0.0015045425,0.0103810305,0.1882531271,0.0078740186,0.7221606703,0.0005571040,0.0172414459,0.2762455704,0.4555826037,0.0015045425,0.4708098648,0.0005425937,0.1344082621,0.0013087292,0.0125050142,0.0001271224,0.0558661750,0.0114871284,4.3324063786,0.0027356731,0.0194552529,0.8003334554,0.0205338330,0.0340714058,0.0216553337,0.0357147576,0.0006613754,0.0082758114,0.1652889991,0.2858303951,0.0010373440,0.0071736364,0.3703703704,0.1283701807,0.0128123664,0.1370987232,0.0182915676,0.4950526862,0.0001322401,0.5600910726,0.1605138360,0.0605325616,0.0001618110,0.1166870864,0.0951657843,0.2540005917,0.1244817871,0.0696863166,1.0000000000,0.0064683182,1.0000000000,0.5046017232,0.0053192398,0.0056818141,1.2254901961,0.1779995759,0.0017857143,0.1377979881,0.0004717032,0.5461496450,0.5102040816,0.0123901294,0.0475662298,0.0009521800,0.0003835974,0.0357139339,0.0005060741,0.0849617672,0.0008960583,0.0029411198,0.0001096397,0.3424657534,0.4545454545,0.1547094492,0.0954897407,1.0000000000,0.0216450804,1.5596307812,580.8885161769,0.0730996899,0.0476190476,0.0002557564,0.0157854631,0.0073421385,0.0036106680,0.5617986746,0.0954897407,0.0083472454,317.4086419227,0.1142857143,1.0000000000,1.3163407069,0.0020714752,0.5586592179,0.0056514473,0.0206863224,0.0020087582,0.3039492391,6.0000000000,0.0732600733,1.5596307812,1.5596307812,1.5596307812,0.5485188074,1.5596307812,1.5596307812
2003-06-22,1.0000000000,1.1655028335,1.6742065410,0.0214868527,0.6706024883,0.7357258194,0.5773686076,0.7571748412,0.2631580902,0.0084566494,0.1208142212,0.5850998819,0.0240494148,0.0044369679,0.2722936943,0.1282281435,0.0955393443,0.1264223327,0.0187617261,0.1284821833,0.0001215563,0.2666667921,0.3460923170,0.0134680135,0.0008431691,0.1670843776,3.2164683178,0.1428649204,3.3552433743,0.1569686745,0.0173036438,0.2282068667,0.2637404566,0.2747252321,356.0000000057,2.6007899480,0.0003536819,0.0014140464,0.0289075825,0.3645383941,0.0370068685,0.0000645619,0.1067589064,1.4104372355,2.6595808574,0.0017767976,0.0102877907,0.1843317972,0.0076423386,0.7906388362,0.0005021341,0.0171379606,0.2882675123,0.4677268475,0.0017767976,0.5375188132,0.0004851895,0.1543662494,0.0010324286,0.0131578947,0.0001225709,0.0343053173,0.0135556852,4.5200000000,0.0025155334,0.0214178802,0.8615525858,0.0171821306,0.0356687433,0.0133826807,0.0349519719,0.0006633499,0.0097669137,0.1588717987,0.3375529522,0.0009560229,0.0085682461,0.3745318352,0.1259842520,0.0131449907,0.1312335958,0.0012500000,0.5025125628,0.0000946074,0.5773686076,0.1966496712,0.0578034682,0.0001614205,0.1166180758,0.1264223327,0.2879686690,0.1244933432,0.0668896321,1.0000000000,0.0067284620,1.0000000000,0.5959121363,0.0055865922,0.0056176619,1.2195121951,0.1754448685,0.0018021915,0.1345188932,0.0004395604,0.4697923518,0.5076142132,0.0112422709,0.0384615385,0.0009498029,0.0003816794,0.0262123198,0.0005025126,0.0849617672,0.0008925623,0.0024452867,0.0001149425,0.3199123188,0.4545454545,0.1665434561,0.1264223327,1.0000000000,0.0236798484,1.6742065410,663.5000001211,0.0709773582,1.0000000000,0.0002620682,0.0195963159,0.0083451556,0.0037495313,0.5617977528,0.1264223327,0.0091785223,172.9999999943,0.1142857143,1.0000000000,1.4170300000,0.0019157088,0.5586592179,0.0057142857,0.0214868527,0.0023690635,0.3411804845,6.0000000000,0.1021398789,1.6742065410,1.6742065410,1.6742065410,0.6706024883,1.6742065410,1.6742065410
2004-03-04,1.0000000000,1.2222927242,1.8239020005,0.0220871542,0.7517010768,0.7505407679,0.5830040775,0.7748475260,0.2631578947,0.0090316956,0.1208181722,0.6689692443,0.0254581281,0.0047952918,0.2722570106,0.1283232228,0.0909231702,0.1468409646,0.0177817715,0.1327754458,0.0001168907,0.2666660559,0.3462682934,0.0128832404,0.0008543358,0.1595506356,3.2164683178,0.1410175305,3.3944331265,0.1640519249,0.0174581011,0.2217261281,0.2520227646,0.2746724531,393.9531937308,2.5591148577,0.0003729191,0.0016726166,0.0300446732,0.3429170001,0.0369094460,0.0000626947,0.1114193714,1.3904729188,2.6525198937,0.0018633732,0.0099838690,0.1874094747,0.0072360953,0.7918835071,0.0005061824,0.0167024763,0.2880082710,0.4843856873,0.0018633732,0.5817042569,0.0004633836,0.1645169782,0.0009928369,0.6234212958,0.0144254265,0.0001176810,0.0210673400,0.0140464404,6.7934479720,0.0023140499,0.0202714474,0.7638302126,0.0164409191,0.0385233042,0.0123174467,0.0333653830,0.0006602839,0.0102428130,0.1600440713,0.3540004414,0.0008869754,0.0088237889,0.3665813779,0.1213640304,0.0134829509,0.1250660992,0.0012500000,0.4933690111,0.0000959877,0.5830040775,0.2032520033,0.0550793216,0.0001629034,0.1134609050,0.1468409646,0.3067390571,0.1245856532,0.0632563508,1.0000000000,0.0071583001,1.0000000000,0.6249483463,0.0054986307,0.0054292555,0.0008325030,1.1934289821,0.1831408898,0.0017636730,0.1318936513,0.0003936403,0.5063642797,0.5076142132,0.0090717129,0.0324038934,0.0009080449,0.0003756541,0.0231595132,0.0004897379,0.0849617672,0.0008381558,0.0026460233,0.0001130560,0.3534185810,0.4545454545,0.1721284790,0.1468409646,1.0000000000,0.0230238461,1.8239020005,875.9999999966,0.0787119794,1.0000000000,0.0002466675,0.0200278632,0.0091010047,0.0037688746,0.5514124543,0.1468409646,0.0090341989,233.0000000001,0.1142857143,1.0000000000,1.4645500000,0.0017585341,0.5586592179,0.0056245340,0.0220871542,0.0024844977,0.3653614014,6.0000000000,0.1025283937,1.8239020005,1.8239020005,1.8239020005,0.7517010768,1.8239020005,1.8239020005
2004-11-15,1.0000000000,1.2938835208,1.8475344121,0.0222123501,0.7715481064,0.8310980708,0.6051508278,0.8482793556,0.2631721566,0.0094751537,0.1208240165,0.6980267719,0.0247625633,0.0053113231,0.2722705970,0.1286161738,0.0880205671,0.1647963961,0.0178094390,0.1445410295,0.0001111371,0.2666663822,0.3584229440,0.0123456790,0.0009127255,0.1613709576,0.0006835737,0.1598489986,3.3932763825,0.1741493710,0.0167954316,0.2268808630,0.3038415243,0.2747781175,436.3421387848,2.5973912635,0.0003944773,0.0016886187,0.0304599452,0.3387533875,0.0411893337,0.0000634840,0.1164958062,1.4104051534,2.6553372278,0.0019725127,0.0095369797,0.1883221435,0.0075202102,0.8148630822,0.0005795422,0.0168152009,0.3025718608,0.5474954029,0.0019725127,0.5988000035,0.0004584910,0.1710268112,0.0009548403,0.6616382231,0.0136901913,0.0001137546,0.0392087665,0.0148875955,7.4961992446,0.0022058499,0.0192307692,0.7690828371,0.0161709332,0.0352733681,0.0114967902,0.0377500947,0.0006609385,0.0108427439,0.1616775688,0.3747345693,0.0009499382,0.0101859445,0.3724394786,0.1286090927,0.0138851289,0.1246882833,0.0001759015,0.4906771231,1.0000000000,0.0000922935,0.6051508278,0.2207388571,0.0539563474,0.0001637693,0.1162567679,0.1647963961,0.3229139664,0.1248700716,0.0619828304,1.0000000000,0.0076525732,1.0000000000,0.6615521394,0.0057142857,0.0057186726,0.0004975124,1.2125000358,0.1928547305,0.0019803160,0.1354995190,0.0004158004,0.5075111652,0.5075111561,0.0091932888,0.0341816071,0.0009386146,0.0003315650,0.0285661232,0.0003696038,0.0849617672,0.0008264463,0.0026143791,0.0001106562,0.3590664483,0.4545454545,0.1774467090,0.1647963961,0.0199999681,0.0239504937,1.8475344121,876.4999999973,0.0802890405,0.0476190476,0.0002600070,0.0206891561,0.0093967299,0.0039460185,0.5654349676,0.1647963961,0.0117013808,0.3657310048,217.4999999998,0.1142857143,1.0000000000,1.5098000000,0.0018000018,0.5586592179,0.0056840789,0.0222123501,0.0026300169,0.3712000000,6.0000000000,0.0740738180,1.8475344121,1.8475344121,1.8475344121,0.7715481064,1.8475344121,1.8475344121
2005-07-29,1.0000000000,1.2129238309,1.7589564117,0.0230202575,0.7592438635,0.8158713792,0.6019829931,0.7769379647,0.2666270820,0.0089069571,0.1233714981,0.6834471850,0.0240044385,0.0049509964,0.2722570123,0.1286132912,0.0942976421,0.1521055927,0.0178078530,0.1287707992,0.0001019871,0.2666450553,0.4180427114,0.7525586868,0.0131492441,0.0009772207,0.1731566360,0.0006806194,0.1542897702,3.4245347278,0.0349467066,0.1625811834,0.0167616494,0.2211516139,0.2983313582,0.2748309797,430.3064827745,2.5973621494,0.0004330457,0.0017800245,0.0313774711,0.3491924947,0.0402112669,0.0000629981,0.1105343677,1.4114326084,2.6524143980,0.0018490905,0.0099305851,0.1996605731,0.0073260073,0.7532105540,0.0005680204,0.3354410211,0.0154083201,0.3073613047,0.5535014466,0.0018490905,0.5873000026,0.0004663298,0.1660612136,0.0008748318,0.6200050775,0.0136369832,0.0001111482,0.0351580344,0.0154545268,7.2249197820,0.0020783540,0.0191534192,0.7549163650,0.0161524794,0.0341878003,0.0112069683,0.0408580177,0.0006633499,0.0101643017,0.1598989408,0.3512870224,0.0008812902,0.0100042018,0.3710575231,0.1319522369,0.0143404124,0.1238620226,0.0000565068,0.5012531167,1.0809750000,0.0000957625,0.6019829931,0.1829976845,0.0530363312,0.0001673640,0.1147901381,0.1521055927,0.3262270155,0.1248672730,0.0611022846,1.0000000000,0.0073561868,1.0000000000,0.6201581072,0.0055554013,0.0054623914,0.0005524724,1.2075000405,0.1845903930,0.0022753129,0.1377499998,0.0004246285,0.5119999945,0.5077430806,0.0081300813,0.0357142857,0.0009219139,0.0003875969,0.0241607173,0.0002702703,0.0781250000,0.0008375209,0.0020161290,0.0001208459,0.3590664679,0.4545454545,0.1704313466,0.1521055927,0.0204081633,0.0242718447,1.7589564117,895.5000000010,0.0795861516,0.0408163265,0.0002427803,0.0208986414,0.0090049528,0.0037289779,0.5633644172,0.1521055927,0.0109733347,0.3649635024,193.5000000000,0.1142857143,1.0000000000,1.4501100000,0.0018449844,0.5586592179,0.0057550644,0.0230202575,0.0024654539,0.3750000000,6.0000000000,0.0740741113,1.7589564117,1.7589564117,1.7589564117,0.7592438635,1.7589564117,1.7589564117
2006-04-11,1.0000000000,1.2121159219,1.7463374608,0.0223833826,0.7323942967,0.8728788432,0.6191988925,0.7695187088,0.2726307927,0.0084316859,0.1249297270,0.6101588026,0.0262706135,0.0045885770,0.2722822103,0.1288830944,0.0903213826,0.1632384802,0.0195335391,0.1301183745,0.0001113163,0.2666168886,0.4652706427,0.7434944238,0.0140193467,0.0010473393,0.1741473723,0.0006806889,0.1549506173,3.4244472190,0.0361206429,0.1626289546,0.0166694449,0.2183649497,0.3085202863,0.2746753705,597.2718304404,2.5974156412,0.0004264392,0.0019321805,0.0309071241,0.3243593902,0.0425009141,0.0000628022,0.1105196209,1.4107582509,2.6533644661,0.0018478588,0.0097518163,0.1976987861,0.0078125000,0.7396449706,0.0005518764,0.3456264640,0.0147666864,0.3007337904,0.5494505495,0.0018478588,0.5630000000,0.0004651830,0.1656353130,0.0008743580,0.6195786865,0.0138648180,0.0001095050,0.0309119011,0.0134372432,12.6916367822,0.0019773397,0.0192622556,0.7507225705,0.0160000000,0.0323101777,0.0124741162,0.0415800416,0.0203252033,0.0006651147,0.0101575314,0.1587805653,0.3510530358,0.0008183306,0.0098823994,0.3745318352,0.1317575135,0.0139958013,0.1250781739,0.0000100804,0.5037783375,1.0809750000,0.0000977995,0.6191988925,0.1851406143,0.0530785563,0.0001710864,0.1145921665,0.1632384802,0.3316089667,0.1251292179,0.0586166471,1.0000000000,0.0077683745,1.0000000000,0.6197450299,0.0052770449,0.0051085568,0.0004551143,1.2202562538,0.1845699520,0.0022753129,0.1372500000,1.0854227722,0.0004255319,0.4832000000,0.5115089514,0.0073896176,0.0357781753,0.0010251153,0.0006839945,0.0240384615,0.0002219756,0.0781250000,0.0008445946,0.0023148148,0.0001436369,0.3590664679,0.0058823529,0.1599360256,0.1632384802,0.0204081633,0.0241691843,1.7463374608,1086.9603488202,0.0767953085,0.0377358491,0.0002500844,0.0196761309,0.0088378259,0.0037952104,0.5633802817,0.1632384802,0.0109325462,0.3649635036,350.4802046241,0.1142857143,1.0000000000,1.4415800000,0.0018501388,0.5586592179,0.0057240985,0.0223833826,0.0024638117,0.3425000000,6.0000000000,0.0666666667,1.7463374608,1.7463374608,1.7463374608,0.7323942967,1.7463374608,1.7463374608
2006-12-23,1.0000000000,1.3127580390,1.9580392195,0.0225352113,0.7834534629,0.8631479004,0.6484243289,0.8204118467,0.2827854366,0.0084125515,0.1279344975,0.7005008581,0.0275443787,0.0051486678,0.2722718362,0.1285636229,0.0919328890,0.1419950302,0.0202128412,0.1459023330,0.0001098998,0.2666453350,0.4648028074,0.7005253940,0.0144295980,0.0010713693,0.1748924411,0.0007207986,0.1602564103,3.4585321989,0.0379693967,0.1759928195,0.0164527805,0.2388915432,0.3427004798,0.2744048844,619.9699999990,2.5942356085,0.0004455335,0.0018814675,0.0306983883,0.3274233420,0.0475827941,0.0000619944,0.1179356543,1.4104372355,2.6528013582,0.0020012867,0.0093018929,0.1987024729,0.0077351485,0.7693491306,0.0005448107,0.3936852880,0.0142300139,0.3126465531,0.5812939604,0.0020012867,0.6001860577,0.0004643644,0.1784471529,0.0008024831,0.6715465718,0.0138915900,0.0001078097,0.0301340967,0.0137788495,12.5950000000,0.0019239834,0.0190614159,0.7822889775,0.0149558764,0.0301354589,0.0124993750,0.0407365162,0.0202242804,0.0006622517,0.0110009124,0.1579778831,0.3802010076,0.0007894841,0.0106227028,0.3745318352,0.1308986190,0.0142169651,0.1243247611,0.0039759060,0.5025125628,1.0800302408,0.0001026294,0.6484243289,0.1649008534,0.0526052763,0.0001898722,0.1129720112,0.1419950302,0.3411513859,0.1248190514,0.0553480006,1.0000000000,0.0077660855,1.0000000000,0.6712025273,0.0052631579,0.0051098620,0.0004914609,1.2195121951,0.0369959304,0.0167431269,0.1834105186,0.0022397308,0.1372500000,1.1478420569,0.0003389831,0.4875000000,0.5020206330,0.0071676881,0.0356588871,0.0009818071,0.0007223346,0.0267881061,0.0001791216,0.0781250000,0.0008583691,0.0023203946,0.0001466910,0.3111581126,0.0058823529,0.1548251250,0.1419950302,0.0204081633,0.0260348867,1.9580392195,1121.5000000055,0.0772320049,0.0377358491,0.0002487964,0.0213460841,0.0094055681,0.0036678404,0.5617977528,0.1419950302,0.0118329892,0.3642988165,326.9999999995,0.1142857143,1.0000000000,1.4973856952,0.0018085145,0.5586592179,0.0056895767,0.0225352113,0.0026683823,0.3595000000,6.0000000000,0.0666666667,1.9580392195,1.9580392195,1.9580392195,0.7834534629,1.9580392195,1.9580392195
2007-09-05,1.0000000000,1.3666842345,2.0219905472,0.0245037981,0.8244087807,0.9516372469,0.6547340497,0.8315629702,0.2849882009,0.0086831710,0.1324292828,0.6899934253,0.0306916468,0.0053429768,0.2722588295,0.1283248321,0.0901872871,0.1378690004,0.0214041096,0.1455666171,0.0001070316,0.2666258954,0.5079626316,0.7662915045,0.0149031296,0.0010660665,0.1769564144,0.0008087997,0.1729155153,3.5510869246,0.0390480059,0.1834752595,0.0164907652,0.2420252524,0.3574106522,0.2746980274,682.1755893584,2.5986858260,0.0004595419,0.0019098549,0.0301759256,0.3159036334,0.0494394837,0.0000616143,0.1219171507,1.4114326571,2.6523791841,0.0020834967,0.0088292425,0.2000000000,0.0079459674,0.7869056249,0.0005649718,0.4106101667,0.0145985401,0.3164556962,0.6038282712,0.0020834967,0.6121824304,0.0004678823,0.1866513010,0.0007902147,0.6987895697,0.0145963890,0.0001074229,0.0301595440,0.0155237687,12.2030739363,0.0019362959,0.0195312500,0.7926442613,0.0146412884,0.0322523881,1.0615598561,0.0133738114,0.0430107527,0.0202832329,0.0006605020,0.0114528139,0.1597444089,0.3958191133,0.0007886435,0.0110741971,0.3745318352,0.1303780965,0.0152905199,0.1290039604,0.0040000000,0.5037783375,1.0800302408,0.0001039312,0.6547340497,0.1600947761,0.0522602561,0.0001976285,0.1099868016,0.1378690004,0.3480379361,0.4986536352,0.1245872156,0.0539374326,1.0000000000,0.0081116488,1.0000000000,0.6987745533,0.0049091802,0.0050314465,0.0005420054,1.1850000000,0.0383877159,0.0167431269,0.1455265149,0.0029784064,0.1362907244,1.1739845034,0.0003407155,0.5219206681,0.5102040816,0.0071507741,0.0419190543,0.0009107468,0.0007485030,0.0284495021,0.0002490102,0.0781250000,0.0008458090,0.0017857143,0.0000743218,0.2905694780,0.0070200079,0.1557341307,0.1378690004,0.0160000093,0.0264480322,2.0219905472,1272.9999961566,0.0842637397,0.0377358491,0.0002490195,0.0220911481,0.0106382979,0.0041152263,0.5633802817,0.1378690004,0.0123456790,0.3643009038,330.9849620110,0.1142857143,1.0000000000,1.5385390459,0.0018368846,0.5586592179,0.0056879586,0.0245037981,0.0027779956,0.3640003276,6.0000000000,0.0666666667,2.0219905472,2.0219905472,2.0219905472,0.8244087807,2.0219905472,2.0219905472
2008-05-18,1.0000000000,1.5553067065,1.9553973856,0.0234796901,0.9546539379,1.0001500225,0.7309941520,0.9550186229,0.3093695667,0.0096079939,0.1430103683,0.7734550236,0.0309641243,0.0063147259,0.2722495984,0.1281969105,0.0960965578,0.1339225927,0.0233672158,0.1670369319,0.0001080071,0.2666311159,0.6067040801,0.8131072895,0.0160901046,0.0009677732,0.1877317314,0.0008385041,0.1989732978,3.7527676662,0.0421709611,0.2084353798,0.0145870409,0.2962265238,0.4601509295,0.2747177275,902.2999999975,2.5912106136,0.0005611200,0.0021424746,0.0325892130,0.3183294073,0.0622820130,0.0000622646,0.1357625784,1.4114326041,2.6691578807,0.0023710498,0.0092761797,0.2122646516,0.0085386159,0.8564576910,0.0006114338,0.4283022100,0.0148030820,0.3641063919,0.6911327666,0.0023710498,0.6664889363,0.4657011130,0.0004705920,0.2145646483,0.0007704573,0.7952602489,0.0157672750,0.0001084899,0.0294650618,0.0134661998,16.9800000000,0.0019438613,0.0196916291,0.8473858148,0.0140597540,0.0372682381,1.0072927999,0.0133691627,0.0506919450,0.0218749185,0.0006674899,0.0130334702,0.1599872010,0.4504479572,0.0008298755,0.0127441297,0.3644979041,0.1352191903,0.0146511560,0.1380300353,0.0000000039,0.5012531328,1.0484999182,0.0001148290,0.7309941520,0.1557668793,0.0525997423,0.0002484534,0.1049180328,0.1339225927,0.3764422443,0.4920170238,0.1244630199,0.0522698168,1.0000000000,0.0083375021,1.0000000000,0.7952156918,0.0049411997,0.0050050050,0.0006143072,1.1850000000,0.0415800416,0.0191204589,0.1249640728,0.0032679739,0.1417032733,1.2386968909,0.0003460208,0.5495000000,0.5160358129,0.0071622977,0.0491448791,0.0008513537,0.0007213186,0.0263754814,0.0002287178,0.0781250000,0.0008605852,0.0018467221,0.0000694927,0.2890173410,0.0070200070,0.1561280250,0.1339225927,0.0160513644,0.0274982126,1.9553973856,2124.4999999873,0.0971250971,0.0377358491,0.0002553887,0.0251382604,0.0105263158,0.0041494637,0.5633802817,0.1339225927,0.0140738030,0.3571428571,447.0000000009,0.1142857143,1.0000000000,1.6285934099,0.0018522806,0.5586592179,0.0057164090,0.0234796901,0.0031613997,0.3930000097,6.0000000000,0.0666666667,1.9553973856,1.9553973856,1.9553973856,0.9546539379,1.9553973856,1.9553973856
