Date,Open,High,Low,Close,Volume
12-Dec-14,102.81,103.99,102.66,102.67,46889391
11-Dec-14,103.61,105.04,103.59,103.80,47576022
10-Dec-14,104.77,105.03,103.12,103.31,39330116
9-Dec-14,103.41,105.04,103.04,104.96,46035139
8-Dec-14,105.11,105.57,104.08,104.63,32685756
5-Dec-14,105.54,105.70,105.14,105.38,25622236
4-Dec-14,105.32,105.78,104.93,105.37,31008791
3-Dec-14,105.39,105.56,104.76,105.42,32974322
2-Dec-14,104.92,105.42,104.70,105.23,26031291
1-Dec-14,105.72,105.92,104.42,104.81,35969494
28-Nov-14,105.80,106.24,105.73,106.01,17360420
26-Nov-14,104.94,105.58,104.83,105.52,18973804
25-Nov-14,104.84,105.15,104.57,104.84,17525991
24-Nov-14,104.15,104.73,104.06,104.68,17928289
21-Nov-14,104.59,104.69,103.54,103.87,34049128
20-Nov-14,102.77,103.76,102.69,103.67,22874018
19-Nov-14,103.57,103.57,102.73,103.21,23760243
18-Nov-14,103.00,103.82,102.99,103.68,26336812
17-Nov-14,102.98,103.21,102.42,102.91,23361634
14-Nov-14,102.87,103.22,102.53,103.22,19251346
13-Nov-14,102.65,103.28,102.42,102.90,28027776
12-Nov-14,101.87,102.57,101.87,102.46,22050317
11-Nov-14,101.98,102.28,101.70,102.28,15454012
10-Nov-14,101.65,102.09,101.38,101.96,20360007
7-Nov-14,101.87,101.91,101.07,101.60,20931734
6-Nov-14,101.32,101.72,100.92,101.69,24671900
5-Nov-14,102.01,102.03,101.02,101.37,25818604
4-Nov-14,101.36,101.62,100.67,101.36,22773298
3-Nov-14,101.53,101.97,101.43,101.70,33480951
31-Oct-14,101.67,101.75,101.07,101.40,54254141
30-Oct-14,99.37,100.26,99.14,100.02,35935794
29-Oct-14,99.84,100.12,99.10,99.81,40552803
28-Oct-14,99.10,100.20,99.08,100.18,34495077
27-Oct-14,98.40,98.87,98.02,98.69,29545673
24-Oct-14,97.96,98.69,97.64,98.62,43161724
23-Oct-14,97.32,98.36,97.17,97.82,48123778
22-Oct-14,97.16,97.30,96.30,96.37,39178048
21-Oct-14,95.54,96.87,95.32,96.87,53609758
20-Oct-14,92.96,94.47,92.80,94.39,41479253
17-Oct-14,92.99,93.89,92.46,93.00,69546720
16-Oct-14,90.43,92.58,90.39,91.79,93165782
15-Oct-14,91.55,92.76,90.24,92.37,108847755
14-Oct-14,93.60,94.17,92.71,92.97,71814456
13-Oct-14,94.29,94.99,92.88,92.96,80835922
10-Oct-14,96.29,96.83,94.42,94.44,77579425
9-Oct-14,98.33,98.57,96.71,96.86,62497086
8-Oct-14,96.66,98.76,96.06,98.45,64931636
7-Oct-14,97.48,97.78,96.56,96.57,45153968
6-Oct-14,98.47,98.72,97.66,97.96,36038687
3-Oct-14,97.76,98.57,97.44,98.17,41627772
2-Oct-14,97.19,97.51,95.97,97.21,54501347
1-Oct-14,98.54,98.61,96.90,97.21,58164861
30-Sep-14,98.92,99.30,98.32,98.79,41834324
29-Sep-14,97.80,98.92,97.75,98.65,33342673
